Date,Brand,Country,Ad_Spend (€),Impressions,Clicks,Conversions,Revenue (€),ROI,CTR,CPC (€),Conversion_Rate,Ad_Frequency,Avg_Cart_Value (€),Return_Rate,Customer_Satisfaction,Sentiment_Score,Tweet_Mentions,Sentiment_Trend,% Positive Tweets,% Negative Tweets,Target_Age,Target_Gender,Target_Occupation,Target_Income,Ad_Channel,Ad_Type
2023-01-31,TikTok,USA,9736788,96292789,2299604,504103,85488728.93,8.78,0.0239,4.23,0.2192,98.88,169.59,0.0624,3.2,0.48,27208,0.43,45.2,54.8,45-54,Non-binary,Unemployed,Low,Social Media,Banner
2023-01-31,TikTok,France,3636649,68799241,3317783,487158,37432430.13,10.29,0.0482,1.1,0.1468,40.98,76.84,0.1022,4.95,-0.6,17673,-0.79,15.7,84.3,35-44,Male,Student,Middle,Social Media,Email
2023-01-31,TikTok,Allemagne,2882281,47284090,1224000,151519,13155854.34,4.56,0.0259,2.35,0.1238,32.05,86.83,0.0952,4.11,-0.54,54961,-0.4,17.1,82.9,25-34,Non-binary,Unemployed,Middle,Print,Video
2023-01-31,TikTok,UK,7192500,115386996,3280700,432474,127121189.41,17.67,0.0284,2.19,0.1318,88.78,293.94,0.1388,4.8,-0.16,6796,-0.34,30.9,69.1,55-64,Male,Unemployed,High,Social Media,Email
2023-01-31,TikTok,Canada,1654153,19496873,542960,102957,1656298.42,1.0,0.0278,3.05,0.1896,5.63,16.09,0.1435,3.27,-0.41,85887,-0.21,15.0,85.0,65+,Female,Employee,High,Social Media,Search Ad
2023-01-31,TikTok,Espagne,9802191,52600537,2535865,616110,270076760.85,27.55,0.0482,3.87,0.243,15.24,438.36,0.044,4.74,0.25,93261,0.3,58.1,41.9,18-24,Female,Self-employed,High,TV,Sponsored Post
2023-01-31,TikTok,Italie,7155454,116586102,8314363,1688857,492914061.59,68.89,0.0713,0.86,0.2031,65.22,291.86,0.1224,3.16,0.76,97437,0.93,66.6,33.400000000000006,65+,Female,Student,Low,Social Media,Sponsored Post
2023-01-31,TikTok,Brésil,7817325,111686136,4437207,416284,118144681.95,15.11,0.0397,1.76,0.0938,182.47,283.81,0.0929,4.55,-0.72,44899,-0.82,7.8,92.2,45-54,Non-binary,Retired,High,Digital,Banner
2023-01-31,TikTok,Australie,5386490,55430618,1685035,370803,54063563.35,10.04,0.0304,3.2,0.2201,95.31,145.8,0.0685,3.9,0.0,17083,-0.01,38.3,61.7,55-64,Female,Unemployed,High,Print,Video
2023-01-31,TikTok,Japon,3170048,58260879,2825538,197908,89057339.46,28.09,0.0485,1.12,0.07,23.6,449.99,0.1446,3.15,-0.67,15683,-0.59,12.3,87.7,25-34,Non-binary,Student,Middle,Social Media,Search Ad
2023-01-31,PayPal,USA,2225051,26942194,1210037,283665,5822616.01,2.62,0.0449,1.84,0.2344,16.47,20.53,0.0282,4.74,-0.54,69107,-0.48,16.2,83.8,35-44,Non-binary,Self-employed,Middle,Outdoor,Search Ad
2023-01-31,PayPal,France,9211778,107582923,3645750,302555,120048220.65,13.03,0.0339,2.53,0.083,72.17,396.78,0.1226,3.45,-0.26,38767,-0.15,19.4,80.6,35-44,Female,Unemployed,Low,Outdoor,Banner
2023-01-31,PayPal,Allemagne,8991123,83425921,8130238,2112503,738322166.83,82.12,0.0975,1.11,0.2598,62.37,349.5,0.041,3.23,0.99,76304,0.84,62.7,37.3,25-34,Male,Retired,High,TV,Sponsored Post
2023-01-31,PayPal,UK,5778795,41718064,1985811,583563,158428734.79,27.42,0.0476,2.91,0.2939,39.02,271.49,0.1397,3.81,-0.0,20055,0.18,48.2,51.8,25-34,Male,Retired,High,Print,Sponsored Post
2023-01-31,PayPal,Canada,7960901,146796322,14255761,3400575,1690399520.47,212.34,0.0971,0.56,0.2385,114.34,497.09,0.1239,4.46,0.84,45392,0.92,79.7,20.299999999999997,18-24,Male,Retired,Low,Print,Video
2023-01-31,PayPal,Espagne,6748231,96248870,2496181,347838,59104626.61,8.76,0.0259,2.7,0.1393,57.05,169.92,0.0958,3.44,0.87,37428,0.75,50.7,49.3,45-54,Non-binary,Student,High,Social Media,Banner
2023-01-31,PayPal,Italie,8238643,80461612,5027434,1437094,654077879.84,79.39,0.0625,1.64,0.2859,26.13,455.14,0.0717,4.43,-0.14,51608,-0.19,27.6,72.4,35-44,Female,Unemployed,High,TV,Banner
2023-01-31,PayPal,Brésil,7462780,120321768,5352264,859713,77595378.5,10.4,0.0445,1.39,0.1606,33.37,90.26,0.1147,3.83,0.67,79372,0.5,50.4,49.6,45-54,Non-binary,Self-employed,Low,Outdoor,Email
2023-01-31,PayPal,Australie,1493915,7617895,500393,59212,5666508.13,3.79,0.0657,2.99,0.1183,1.94,95.7,0.1123,4.51,-0.73,25380,-0.6,8.7,91.3,45-54,Male,Self-employed,High,Print,Email
2023-01-31,PayPal,Japon,9393179,151209895,3981269,986577,84324536.34,8.98,0.0263,2.36,0.2478,58.88,85.47,0.1443,4.67,-0.05,86696,0.02,30.6,69.4,25-34,Female,Employee,Low,TV,Sponsored Post
2023-01-31,Snapchat,USA,8282010,164936182,1870188,442096,130295622.3,15.73,0.0113,4.43,0.2364,34.4,294.72,0.0767,3.52,0.37,91996,0.5,47.0,53.0,65+,Non-binary,Student,Middle,Digital,Search Ad
2023-01-31,Snapchat,France,991641,7131938,348032,77722,14387982.14,14.51,0.0488,2.85,0.2233,14.45,185.12,0.0554,3.84,0.82,47659,0.64,58.8,41.2,65+,Male,Retired,Low,Digital,Video
2023-01-31,Snapchat,Allemagne,2814075,37021084,3253490,835188,288669605.97,102.58,0.0879,0.86,0.2567,14.37,345.63,0.0553,4.4,-0.27,71047,-0.24,33.3,66.7,18-24,Male,Retired,Middle,Print,Email
2023-01-31,Snapchat,UK,6922120,69945920,6401790,484003,41494581.39,5.99,0.0915,1.08,0.0756,36.72,85.73,0.1281,4.59,0.12,91394,0.25,42.7,57.3,55-64,Non-binary,Retired,High,TV,Email
2023-01-31,Snapchat,Canada,7735762,144971795,2330238,192962,3572875.07,0.46,0.0161,3.32,0.0828,48.8,18.52,0.0605,3.73,0.63,79335,0.64,80.3,19.700000000000003,25-34,Non-binary,Self-employed,Low,TV,Banner
2023-01-31,Snapchat,Espagne,2169470,38729873,717437,76510,5464249.46,2.52,0.0185,3.02,0.1066,33.9,71.42,0.1475,3.85,0.53,15643,0.36,67.9,32.099999999999994,45-54,Male,Employee,Low,TV,Search Ad
2023-01-31,Snapchat,Italie,9961844,58665085,956100,108281,4597758.45,0.46,0.0163,10.42,0.1133,430.82,42.46,0.1181,4.56,0.84,27922,0.88,55.2,44.8,65+,Female,Student,Low,Digital,Sponsored Post
2023-01-31,Snapchat,Brésil,9736613,99484311,2014850,352918,129518053.82,13.3,0.0203,4.83,0.1752,47.86,366.99,0.0856,3.14,0.64,2832,0.65,70.3,29.700000000000003,35-44,Male,Retired,Low,TV,Banner
2023-01-31,Snapchat,Australie,8468992,150489348,7539211,1692803,170484996.02,20.13,0.0501,1.12,0.2245,158.36,100.71,0.0435,3.71,-0.24,29085,-0.23,26.7,73.3,35-44,Male,Unemployed,Low,Outdoor,Banner
2023-01-31,Snapchat,Japon,8328412,136869998,9847719,1864006,55730421.55,6.69,0.0719,0.85,0.1893,48.84,29.9,0.0842,3.77,-0.09,97491,-0.17,45.0,55.0,45-54,Male,Retired,Middle,Print,Email
2023-01-31,Disney,USA,3177286,56719658,5104865,1279325,601475198.23,189.3,0.09,0.62,0.2506,18.11,470.15,0.0433,5.0,-0.02,14785,-0.06,37.3,62.7,65+,Male,Student,Low,Social Media,Email
2023-01-31,Disney,France,9917906,195021367,14711642,4017851,372351845.54,37.54,0.0754,0.67,0.2731,62.89,92.67,0.1468,3.68,0.19,53990,0.04,54.7,45.3,65+,Female,Self-employed,High,Outdoor,Search Ad
2023-01-31,Disney,Allemagne,4589723,75016930,6083385,1738669,320763141.53,69.89,0.0811,0.75,0.2858,21.79,184.49,0.1484,4.02,-0.71,60589,-0.87,9.1,90.9,45-54,Male,Employee,Low,TV,Video
2023-01-31,Disney,UK,1154687,14401283,108602,10292,3152084.92,2.73,0.0075,10.63,0.0948,5.16,306.25,0.0399,4.24,-0.81,11029,-0.75,7.2,92.8,45-54,Female,Employee,Middle,Social Media,Email
2023-01-31,Disney,Canada,8479050,75675344,2848683,754667,209679792.89,24.73,0.0376,2.98,0.2649,240.19,277.84,0.1488,4.76,-0.76,59997,-0.83,8.3,91.7,45-54,Male,Student,Low,Outdoor,Sponsored Post
2023-01-31,Disney,Espagne,2763883,34195297,607868,139159,34630338.07,12.53,0.0178,4.55,0.2289,35.34,248.85,0.094,3.98,0.11,71699,0.14,41.0,59.0,25-34,Non-binary,Student,Middle,Print,Email
2023-01-31,Disney,Italie,9926091,194184727,12351948,1706927,834881489.15,84.11,0.0636,0.8,0.1382,70.91,489.11,0.028,4.18,-0.74,49026,-0.8,11.3,88.7,18-24,Non-binary,Self-employed,Middle,TV,Email
2023-01-31,Disney,Brésil,5800539,115309975,5089011,326268,42307909.33,7.29,0.0441,1.14,0.0641,57.14,129.67,0.1043,4.19,0.82,9585,0.97,50.7,49.3,25-34,Male,Retired,Middle,TV,Email
2023-01-31,Disney,Australie,7097921,95969151,8698061,1014669,356169107.62,50.18,0.0906,0.82,0.1167,19.26,351.02,0.0229,3.63,0.14,43260,0.17,51.5,48.5,18-24,Non-binary,Employee,Middle,Social Media,Search Ad
2023-01-31,Disney,Japon,5706526,42795568,1431703,418568,45566091.21,7.98,0.0335,3.99,0.2924,62.76,108.86,0.1292,4.07,-0.43,7230,-0.51,22.4,77.6,25-34,Non-binary,Student,High,Outdoor,Video
2023-01-31,PlayStation,USA,9939841,99920956,1138162,284878,69191596.49,6.96,0.0114,8.73,0.2503,55.22,242.88,0.0652,3.15,0.65,67144,0.77,59.1,40.9,55-64,Female,Employee,Middle,Social Media,Sponsored Post
2023-01-31,PlayStation,France,8656460,102132629,7918037,753402,14401770.31,1.66,0.0775,1.09,0.0952,23.32,19.12,0.1322,4.15,-0.57,98282,-0.39,13.6,86.4,65+,Non-binary,Retired,Middle,Outdoor,Video
2023-01-31,PlayStation,Allemagne,8772229,70263101,3438411,378546,142239850.9,16.21,0.0489,2.55,0.1101,27.35,375.75,0.1297,3.82,0.72,9444,0.77,79.4,20.599999999999994,35-44,Female,Employee,Middle,Outdoor,Banner
2023-01-31,PlayStation,UK,6819300,58490850,1125739,64083,25668918.86,3.76,0.0192,6.06,0.0569,22.03,400.55,0.0803,4.12,-0.13,85793,0.03,26.1,73.9,35-44,Male,Student,Middle,Print,Search Ad
2023-01-31,PlayStation,Canada,2962542,43443922,391519,90291,35511244.84,11.99,0.009,7.57,0.2306,84.5,393.29,0.1317,3.17,0.2,9333,0.36,42.2,57.8,35-44,Non-binary,Student,Middle,Digital,Banner
2023-01-31,PlayStation,Espagne,1887913,25608785,1345065,107821,36170443.4,19.16,0.0525,1.4,0.0802,5.21,335.47,0.1435,4.86,-0.5,12829,-0.6,14.0,86.0,35-44,Female,Retired,High,Social Media,Banner
2023-01-31,PlayStation,Italie,7104564,58755637,889991,92138,13316575.09,1.87,0.0151,7.98,0.1035,16.9,144.53,0.0531,4.18,-0.02,50113,0.06,27.3,72.7,55-64,Female,Unemployed,High,Digital,Sponsored Post
2023-01-31,PlayStation,Brésil,2441212,25498386,1861095,475214,9659386.46,3.96,0.073,1.31,0.2553,74.56,20.33,0.1294,4.32,0.88,91529,1.05,78.6,21.400000000000006,35-44,Non-binary,Unemployed,Middle,Print,Video
2023-01-31,PlayStation,Australie,8984312,161756194,13988106,2057898,937983371.5,104.4,0.0865,0.64,0.1471,48.34,455.8,0.1406,4.84,-0.4,31862,-0.48,27.9,72.1,25-34,Female,Self-employed,High,Social Media,Video
2023-01-31,PlayStation,Japon,4607569,82920893,6899332,1967164,473761477.82,102.82,0.0832,0.67,0.2851,23.6,240.83,0.1404,3.67,-0.16,14159,-0.03,35.7,64.3,55-64,Male,Self-employed,Middle,Outdoor,Search Ad
2023-01-31,Red Bull,USA,5492263,64802806,492393,31032,10066478.77,1.83,0.0076,11.15,0.063,17.19,324.38,0.1228,3.27,-0.2,83352,-0.28,31.5,68.5,18-24,Male,Employee,High,Digital,Search Ad
2023-01-31,Red Bull,France,6893963,116436514,4115206,697903,258387815.6,37.48,0.0353,1.68,0.1696,52.06,370.23,0.0426,4.19,-0.34,37935,-0.46,23.3,76.7,25-34,Female,Unemployed,High,Digital,Video
2023-01-31,Red Bull,Allemagne,395374,7451489,495338,102365,46510006.45,117.64,0.0665,0.8,0.2067,1.9,454.35,0.0458,4.4,-0.66,53564,-0.61,13.6,86.4,25-34,Male,Self-employed,Low,Outdoor,Video
2023-01-31,Red Bull,UK,246808,3894322,180463,50529,11738784.93,47.56,0.0463,1.37,0.28,0.93,232.32,0.0354,4.43,-0.62,35891,-0.7,14.2,85.8,25-34,Female,Employee,High,Digital,Sponsored Post
2023-01-31,Red Bull,Canada,3186986,35933155,1574223,136147,20720965.88,6.5,0.0438,2.02,0.0865,16.0,152.19,0.0506,3.9,-0.5,77402,-0.43,18.2,81.8,18-24,Female,Employee,Middle,Social Media,Banner
2023-01-31,Red Bull,Espagne,6443986,100698864,7545354,860595,48784533.69,7.57,0.0749,0.85,0.1141,185.5,56.69,0.0268,4.86,-0.06,47439,0.14,45.6,54.4,55-64,Non-binary,Student,Low,Print,Search Ad
2023-01-31,Red Bull,Italie,6401073,61050939,2594432,370291,179349926.92,28.02,0.0425,2.47,0.1427,12.87,484.35,0.0253,3.36,-0.66,65597,-0.49,16.0,84.0,25-34,Male,Self-employed,High,Outdoor,Email
2023-01-31,Red Bull,Brésil,2388937,21276088,739569,217898,55479921.9,23.22,0.0348,3.23,0.2946,8.84,254.61,0.1172,4.85,-0.43,35500,-0.38,25.1,74.9,35-44,Non-binary,Self-employed,Middle,Digital,Sponsored Post
2023-01-31,Red Bull,Australie,8252223,135791412,2630300,692448,229986808.27,27.87,0.0194,3.14,0.2633,36.3,332.14,0.0269,3.3,-0.54,5700,-0.55,13.4,86.6,45-54,Female,Student,Middle,TV,Email
2023-01-31,Red Bull,Japon,5991414,118823392,6925167,1138774,74157571.64,12.38,0.0583,0.87,0.1644,91.97,65.12,0.0361,3.19,0.74,24678,0.87,76.1,23.900000000000006,35-44,Non-binary,Retired,Low,Outdoor,Video
2023-01-31,Canon,USA,8835074,145802703,3230118,904766,118178079.33,13.38,0.0222,2.74,0.2801,34.48,130.62,0.108,4.77,-0.95,90300,-0.76,1.4,98.6,35-44,Non-binary,Student,Middle,Digital,Video
2023-01-31,Canon,France,1370015,16307970,1177959,200210,63645857.0,46.46,0.0722,1.16,0.17,7.06,317.89,0.0972,3.01,0.94,87005,0.99,70.5,29.5,65+,Non-binary,Retired,Low,Digital,Video
2023-01-31,Canon,Allemagne,4757180,46846628,481387,32580,15522516.88,3.26,0.0103,9.88,0.0677,14.42,476.43,0.032,3.51,-0.52,53286,-0.68,22.2,77.8,25-34,Female,Unemployed,Middle,Digital,Video
2023-01-31,Canon,UK,5018781,62045565,2858690,719213,116476299.35,23.21,0.0461,1.76,0.2516,53.89,161.95,0.0667,3.19,-0.27,27197,-0.27,34.4,65.6,45-54,Female,Retired,High,Social Media,Video
2023-01-31,Canon,Canada,7098983,121853442,7715447,1223102,267551757.01,37.69,0.0633,0.92,0.1585,313.07,218.75,0.0867,4.95,0.35,85883,0.42,39.0,61.0,45-54,Non-binary,Retired,Low,Print,Email
2023-01-31,Canon,Espagne,7347608,45465139,3689348,461531,227189323.63,30.92,0.0811,1.99,0.1251,17.69,492.25,0.1294,4.05,-0.41,7255,-0.39,28.3,71.7,55-64,Male,Retired,Middle,Social Media,Video
2023-01-31,Canon,Italie,7805642,116404202,6868480,778508,105006386.12,13.45,0.059,1.14,0.1133,158.17,134.88,0.1199,3.03,0.48,61670,0.35,43.7,56.3,45-54,Male,Student,Middle,Print,Sponsored Post
2023-01-31,Canon,Brésil,9861721,156420901,12036377,1955754,793720919.19,80.49,0.0769,0.82,0.1625,53.69,405.84,0.1457,4.74,-0.63,25259,-0.8,18.3,81.7,35-44,Non-binary,Student,Middle,Outdoor,Video
2023-01-31,Canon,Australie,108097,1180852,7396,1582,372657.28,3.45,0.0063,14.61,0.214,0.34,235.48,0.1329,4.93,0.2,64795,0.12,54.4,45.6,55-64,Female,Unemployed,Middle,TV,Banner
2023-01-31,Canon,Japon,2276835,11858072,185361,10004,4857595.65,2.13,0.0156,12.28,0.054,43.13,485.55,0.0472,4.3,0.3,58119,0.44,60.4,39.6,55-64,Male,Student,Middle,Social Media,Banner
2023-01-31,Heineken,USA,7962217,90197494,1448895,399321,148548566.02,18.66,0.0161,5.5,0.2756,23.83,372.0,0.1453,3.94,0.72,77706,0.62,55.7,44.3,45-54,Male,Self-employed,Low,TV,Email
2023-01-31,Heineken,France,6984052,123821961,9289425,1848223,520476655.72,74.52,0.075,0.75,0.199,49.74,281.61,0.0248,3.8,0.03,95976,0.07,43.2,56.8,45-54,Male,Student,High,TV,Email
2023-01-31,Heineken,Allemagne,9680443,94265755,1040081,284170,60925374.42,6.29,0.011,9.31,0.2732,23.45,214.4,0.0352,4.25,0.29,59762,0.37,32.9,67.1,35-44,Non-binary,Employee,Middle,Print,Email
2023-01-31,Heineken,UK,3904044,49247715,2995619,662761,305964071.68,78.37,0.0608,1.3,0.2212,12.37,461.65,0.0371,3.59,0.42,55638,0.55,59.4,40.6,65+,Female,Unemployed,Low,Outdoor,Banner
2023-01-31,Heineken,Canada,4748845,72944459,962008,164236,15588111.31,3.28,0.0132,4.94,0.1707,53.59,94.91,0.0987,3.2,-0.17,65713,-0.25,25.1,74.9,18-24,Male,Self-employed,Middle,Print,Banner
2023-01-31,Heineken,Espagne,2941227,51233910,4609692,267327,11012863.81,3.74,0.09,0.64,0.058,13.99,41.2,0.0348,3.45,0.12,64748,0.02,37.5,62.5,35-44,Male,Retired,Middle,Digital,Search Ad
2023-01-31,Heineken,Italie,1757213,27405623,2549546,406542,95129440.28,54.14,0.093,0.69,0.1595,27.95,234.0,0.1467,4.56,0.22,14352,0.35,31.8,68.2,18-24,Male,Student,Low,Print,Banner
2023-01-31,Heineken,Brésil,4911010,76722010,5937259,1036632,452532843.31,92.15,0.0774,0.83,0.1746,57.07,436.54,0.1041,3.67,-0.72,27462,-0.74,9.9,90.1,18-24,Male,Unemployed,Middle,Print,Search Ad
2023-01-31,Heineken,Australie,2883296,18102796,731017,174502,32582203.12,11.3,0.0404,3.94,0.2387,8.58,186.72,0.0397,4.51,-0.16,30908,-0.3,30.0,70.0,45-54,Female,Retired,High,Print,Video
2023-01-31,Heineken,Japon,7435238,53412999,317547,79882,37735386.33,5.08,0.0059,23.41,0.2516,70.17,472.38,0.064,3.8,0.54,57894,0.36,67.7,32.3,65+,Non-binary,Employee,High,TV,Search Ad
2023-01-31,Lamborghini,USA,4971432,56125376,5003542,1126785,493574613.37,99.28,0.0891,0.99,0.2252,20.93,438.04,0.1382,3.02,-0.44,70178,-0.4,16.1,83.9,45-54,Female,Employee,High,Outdoor,Search Ad
2023-01-31,Lamborghini,France,7427942,114851318,10259566,2517602,524184568.9,70.57,0.0893,0.72,0.2454,67.36,208.21,0.1345,3.17,0.07,52117,0.16,46.5,53.5,25-34,Non-binary,Retired,Middle,Digital,Video
2023-01-31,Lamborghini,Allemagne,8594425,114106356,6221866,1488653,131616927.43,15.31,0.0545,1.38,0.2393,401.83,88.41,0.1357,4.08,-0.48,40838,-0.39,25.8,74.2,18-24,Non-binary,Student,Middle,Print,Search Ad
2023-01-31,Lamborghini,UK,5957075,40848826,3140179,896005,205974725.62,34.58,0.0769,1.9,0.2853,8.42,229.88,0.1158,3.91,0.97,98748,1.17,77.1,22.900000000000006,65+,Non-binary,Retired,High,Digital,Sponsored Post
2023-01-31,Lamborghini,Canada,5029770,46616071,3708540,848193,287955467.22,57.25,0.0796,1.36,0.2287,14.49,339.49,0.0876,3.5,-0.34,77332,-0.46,29.3,70.7,45-54,Male,Employee,High,Social Media,Email
2023-01-31,Lamborghini,Espagne,1384845,8840475,401041,33092,3813697.13,2.75,0.0454,3.45,0.0825,12.54,115.24,0.068,4.05,0.18,69019,0.29,55.2,44.8,55-64,Female,Unemployed,Middle,Social Media,Email
2023-01-31,Lamborghini,Italie,2742048,19647302,335512,76425,5609544.98,2.05,0.0171,8.17,0.2278,4.51,73.4,0.1322,3.24,-0.57,63043,-0.76,12.4,87.6,55-64,Female,Student,High,Social Media,Video
2023-01-31,Lamborghini,Brésil,2037802,21486155,698538,126222,8544432.48,4.19,0.0325,2.92,0.1807,8.24,67.69,0.1488,3.61,-0.03,19726,-0.17,38.5,61.5,18-24,Female,Self-employed,Low,Digital,Email
2023-01-31,Lamborghini,Australie,44993,307523,11723,3137,673287.43,14.96,0.0381,3.84,0.2676,0.06,214.61,0.0603,3.9,-0.32,50454,-0.33,29.2,70.8,55-64,Male,Employee,High,Social Media,Email
2023-01-31,Lamborghini,Japon,7544223,54580483,4046984,292713,92537652.26,12.27,0.0741,1.86,0.0723,15.66,316.14,0.0703,4.8,-0.32,7005,-0.14,32.1,67.9,65+,Female,Student,Low,TV,Search Ad
2023-01-31,Hyundai,USA,5191610,69648902,1167263,221591,23109549.14,4.45,0.0168,4.45,0.1898,15.16,104.29,0.095,3.11,0.14,25824,0.24,42.8,57.2,18-24,Male,Retired,Low,TV,Sponsored Post
2023-01-31,Hyundai,France,3462834,30054976,2164970,588685,134027515.98,38.7,0.072,1.6,0.2719,6.64,227.67,0.0989,3.8,-0.91,4049,-0.97,2.7,97.3,18-24,Non-binary,Self-employed,Middle,Print,Video
2023-01-31,Hyundai,Allemagne,1933417,38082111,2150459,260932,25964798.5,13.43,0.0565,0.9,0.1213,47.49,99.51,0.04,4.9,0.36,8721,0.41,45.1,54.9,18-24,Non-binary,Student,Middle,Social Media,Video
2023-01-31,Hyundai,UK,5379404,38392312,3449013,394855,186124167.88,34.6,0.0898,1.56,0.1145,36.06,471.37,0.0267,3.48,0.19,31997,0.19,52.1,47.9,45-54,Male,Self-employed,Low,Print,Email
2023-01-31,Hyundai,Canada,9289831,103174228,5261503,799082,99512016.33,10.71,0.051,1.77,0.1519,500.31,124.53,0.055,4.93,0.35,33285,0.46,55.7,44.3,25-34,Female,Retired,Middle,Social Media,Video
2023-01-31,Hyundai,Espagne,8405862,67682770,6561952,940500,463479790.92,55.14,0.097,1.28,0.1433,32.13,492.8,0.0899,3.85,0.82,60210,0.64,82.5,17.5,55-64,Female,Employee,Low,TV,Email
2023-01-31,Hyundai,Italie,4595262,64186694,5439907,788995,143750849.23,31.28,0.0848,0.84,0.145,34.98,182.19,0.0961,4.02,-0.91,97886,-0.9,2.4,97.6,18-24,Female,Student,Low,Outdoor,Sponsored Post
2023-01-31,Hyundai,Brésil,7257127,59238132,3137128,785895,348250912.75,47.99,0.053,2.31,0.2505,20.26,443.13,0.1026,4.96,0.42,36784,0.32,70.4,29.599999999999994,35-44,Male,Unemployed,High,Print,Video
2023-01-31,Hyundai,Australie,2253545,33119560,172040,29097,13143580.6,5.83,0.0052,13.1,0.1691,22.0,451.71,0.0737,4.79,0.41,52483,0.43,63.0,37.0,65+,Non-binary,Student,High,TV,Email
2023-01-31,Hyundai,Japon,2080570,21419303,1760971,452334,83864345.02,40.31,0.0822,1.18,0.2569,13.94,185.4,0.1291,4.62,0.97,17353,0.96,95.4,4.599999999999994,45-54,Male,Employee,High,TV,Sponsored Post
2023-01-31,Siemens,USA,6013240,47340285,3907783,806211,327421077.58,54.45,0.0825,1.54,0.2063,24.85,406.12,0.0505,3.99,-0.27,37799,-0.27,31.1,68.9,55-64,Male,Student,Low,Social Media,Video
2023-01-31,Siemens,France,4663119,63122466,3278017,616091,205356049.12,44.04,0.0519,1.42,0.1879,13.16,333.32,0.1074,4.21,-0.65,78091,-0.8,9.3,90.7,35-44,Non-binary,Employee,High,Print,Banner
2023-01-31,Siemens,Allemagne,397847,7908908,560216,102651,13748257.61,34.56,0.0708,0.71,0.1832,1.67,133.93,0.1348,3.0,-0.15,89224,0.03,22.4,77.6,35-44,Female,Unemployed,Middle,TV,Search Ad
2023-01-31,Siemens,UK,7838026,97455042,5276158,321139,116701444.27,14.89,0.0541,1.49,0.0609,219.51,363.4,0.0561,3.84,-0.1,1676,-0.14,30.0,70.0,55-64,Male,Employee,High,Social Media,Video
2023-01-31,Siemens,Canada,4204038,33435354,1212912,79701,25217177.26,6.0,0.0363,3.47,0.0657,117.81,316.39,0.0824,4.62,0.19,83090,0.36,54.8,45.2,25-34,Male,Unemployed,Low,Print,Video
2023-01-31,Siemens,Espagne,5606685,71738239,1972130,134553,40902076.66,7.3,0.0275,2.84,0.0682,19.24,303.98,0.1193,4.25,0.16,12211,0.35,55.6,44.4,45-54,Female,Student,Low,TV,Email
2023-01-31,Siemens,Italie,929204,8847941,570582,37913,12966775.17,13.95,0.0645,1.63,0.0664,1.87,342.01,0.0268,4.7,-0.2,81911,-0.1,24.7,75.3,55-64,Non-binary,Retired,Low,Social Media,Email
2023-01-31,Siemens,Brésil,7798136,132002714,11694665,2395156,422534565.74,54.18,0.0886,0.67,0.2048,492.79,176.41,0.079,3.66,-0.62,14459,-0.82,16.3,83.7,55-64,Male,Retired,Low,Outdoor,Sponsored Post
2023-01-31,Siemens,Australie,5972475,67579182,4989991,804167,103853986.51,17.39,0.0738,1.2,0.1612,161.02,129.14,0.0279,3.62,-0.13,86420,-0.03,28.5,71.5,55-64,Male,Employee,Middle,Print,Search Ad
2023-01-31,Siemens,Japon,5762912,53975198,5245080,941073,312682487.95,54.26,0.0972,1.1,0.1794,42.74,332.26,0.0275,4.01,0.67,8157,0.64,49.9,50.1,25-34,Non-binary,Employee,Low,Print,Banner
2023-01-31,Volkswagen,USA,7991342,123240267,12112387,2421757,417175042.73,52.2,0.0983,0.66,0.1999,25.14,172.26,0.0936,3.67,-0.4,44072,-0.54,21.8,78.2,18-24,Female,Employee,Low,Digital,Banner
2023-01-31,Volkswagen,France,7837187,112532602,3117919,728491,347321400.47,44.32,0.0277,2.51,0.2336,39.75,476.77,0.1249,3.75,-0.2,1881,-0.25,21.5,78.5,18-24,Non-binary,Student,Low,Print,Email
2023-01-31,Volkswagen,Allemagne,3271548,47339360,4341366,607692,296494255.84,90.63,0.0917,0.75,0.14,27.52,487.9,0.0457,3.35,0.77,95219,0.64,81.8,18.200000000000003,25-34,Male,Employee,Low,Digital,Sponsored Post
2023-01-31,Volkswagen,UK,1707690,9076212,629507,91109,36063974.41,21.12,0.0694,2.71,0.1447,9.25,395.83,0.064,3.42,-0.09,49449,0.03,37.8,62.2,55-64,Non-binary,Unemployed,High,TV,Video
2023-01-31,Volkswagen,Canada,2433170,44383081,773397,75336,20412651.33,8.39,0.0174,3.15,0.0974,13.92,270.95,0.0613,3.86,0.27,7054,0.38,50.4,49.6,55-64,Female,Employee,Middle,Digital,Video
2023-01-31,Volkswagen,Espagne,4708850,85196151,7317731,2137480,949167135.61,201.57,0.0859,0.64,0.2921,47.19,444.06,0.1145,4.57,0.58,81594,0.41,59.6,40.4,65+,Non-binary,Self-employed,Middle,Outdoor,Email
2023-01-31,Volkswagen,Italie,3013096,29610739,1199782,268304,96768849.51,32.12,0.0405,2.51,0.2236,7.05,360.67,0.0816,4.16,0.28,77543,0.34,38.6,61.4,25-34,Female,Employee,Middle,Digital,Sponsored Post
2023-01-31,Volkswagen,Brésil,7140700,130893557,7759394,2202696,425808901.23,59.63,0.0593,0.92,0.2839,28.04,193.31,0.031,4.5,-0.41,69002,-0.47,23.4,76.6,45-54,Non-binary,Retired,Middle,Social Media,Email
